ms,Aax,Aay,Aaz,Agx,Agy,Agz,Bax,Bay,Baz,Bgx,Bgy,Bgz,Cax,Cay,Caz,Cgx,Cgy,Cgz,Dax,Day,Daz,Dgx,Dgy,Dgz,Eax,Eay,Eaz,Egx,Egy,Egz,Fax,Fay,Faz,Fgx,Fgy,Fgz,Gax,Gay,Gaz,Ggx,Ggy,Ggz,Hax,Hay,Haz,Hgx,Hgy,Hgz,Iax,Iay,Iaz,Igx,Igy,Igz,Jax,Jay,Jaz,Jgx,Jgy,Jgz,target
500,-1.002929688,0.124023438,0.330078125,-7.865853786,18.78048706,14.93902397,-0.895507813,-0.543457031,-0.002929688,8.353658676,9.024390221,5.182926655,-0.501953125,-0.274414063,0.814941406,-30.9146347,-4.390244007,2.073170662,-0.857910156,0.377441406,-0.258300781,-0.426829278,-1.036585331,2.134146452,-0.544921875,0.400878906,0.789550781,-19.75609779,7.073170662,-3.963414669,-1.016601563,0.005859375,0.088378906,-0.548780501,-1.524390221,0.792682946,-0.422363281,-0.115234375,0.864746094,-1.829268336,9.39024353,-2.926829338,-0.963378906,-0.124023438,-0.087890625,-0.48780489,28.90243912,3.841463327,-0.4296875,-0.004394531,0.860839844,8.536585808,6.280488014,0.182926834,-0.945800781,0.118652344,-0.134277344,3.231707335,11.09756088,8.353658676,0
550,-0.987304688,0.1484375,0.321777344,-3.048780441,1.036585331,10.97560978,-0.914550781,-0.487792969,-0.056152344,0.243902445,0.609756112,5.243902206,-0.481933594,-0.43359375,0.84375,3.475609779,0.426829278,-1.524390221,-0.8671875,0.431640625,-0.303222656,7.560975552,-7.743902206,-2.743902445,-0.543945313,0.25390625,0.789550781,-1.585365891,0.304878056,-5.853658676,-0.967285156,-0.012695313,0.067382813,2.743902445,1.219512224,-0.975609779,-0.468261719,-0.171875,0.846679688,-3.475609779,9.329268456,-1.524390221,-0.952148438,-0.132324219,-0.0234375,-3.780487776,21.15853691,4.024390221,-0.509277344,0.014160156,0.907714844,3.536585331,6.585365772,1.707317114,-1.02734375,0.099609375,-0.158203125,0.426829278,12.5,9.024390221,0
600,-0.935546875,0.1640625,0.342285156,0.670731723,-6.646341324,5.182926655,-0.918945313,-0.54296875,-0.066894531,0.914634168,-8.841463089,0.121951222,-0.471191406,-0.333007813,0.853027344,5.48780489,5.548780441,-3.353658438,-0.847167969,0.474121094,-0.328125,1.463414669,-8.475609779,-3.536585331,-0.541015625,0.354003906,0.770996094,25.9146347,-6.280488014,-6.646341324,-1,0.000976563,0.06640625,3.658536673,6.707316875,-0.792682946,-0.449707031,-0.151855469,0.82421875,-0.182926834,11.58536625,-0.548780501,-0.922851563,-0.116210938,0.068359375,-8.841463089,2.926829338,5.121951103,-0.58203125,0.038085938,0.991699219,4.695121765,-1.951219559,2.256097555,-1.135253906,0.096679688,-0.162597656,0.060975611,9.817072868,7.560975552,0
650,-0.914550781,0.173828125,0.336914063,2.01219511,-4.756097794,-1.524390221,-0.899902344,-0.487304688,-0.067871094,18.96341515,-10.85365868,-3.353658438,-0.454589844,-0.366210938,0.828613281,10.54878044,8.414633751,-4.207316875,-0.807617188,0.463378906,-0.334960938,-5.060975552,-7.439024448,-4.390244007,-0.536621094,0.463378906,0.772949219,12.6219511,-7.317073345,-5.365853786,-1.003417969,0.002929688,0.082519531,2.5,4.878048897,0.853658557,-0.516113281,-0.113769531,1.045898438,1.219512224,3.597560883,-1.524390221,-1.139648438,-0.369140625,-0.014648438,9.329268456,-14.45121956,-12.86585331,-0.508300781,0.053222656,0.943359375,-5.670731544,-11.09756088,-1.341463447,-1.112792969,0.07421875,-0.119140625,5.182926655,6.097560883,3.170731783,0
700,-0.899414063,0.181152344,0.321777344,-0.365853667,-3.902439117,-6.951219559,-0.87109375,-0.516601563,-0.038574219,12.13414669,-11.95121956,-7.378048897,-0.463867188,-0.354492188,0.856445313,20.06097603,10.60975647,-9.024390221,-0.814941406,0.444824219,-0.307617188,-5.060975552,-4.573170662,2.01219511,-0.500488281,0.362792969,0.789550781,-1.097561002,-5.792683125,-3.475609779,-1.014160156,0.032226563,0.091308594,1.463414669,6.646341324,0,-0.449707031,-0.133300781,0.961425781,-15,-3.353658438,-1.463414669,-1.052734375,-0.12890625,-0.162597656,-19.39024353,-0.731707335,-9.817072868,-0.435546875,0.024902344,0.881347656,-6.951219559,-13.90243912,-0.243902445,-0.986328125,0.062011719,-0.100585938,-1.158536553,1.951219559,-2.256097555,0
750,-0.908203125,0.173339844,0.322265625,-5.060975552,-0.365853667,-10.54878044,-0.873046875,-0.505371094,-0.041015625,21.5853653,-7.926829338,-12.98780441,-0.473632813,-0.321289063,0.841308594,23.71951294,14.32926846,-10.30487823,-0.852050781,0.421875,-0.307617188,-3.780487776,2.682926893,3.597560883,-0.5078125,0.332519531,0.798339844,3.658536673,-4.329268456,-0.060975611,-1.021484375,0.032714844,0.093261719,2.5,-3.536585331,0.609756112,-0.413574219,-0.199707031,0.837890625,-10.06097603,-3.475609779,3.658536673,-0.953125,-0.119628906,-0.127929688,-9.329268456,-1.951219559,-5.609755993,-0.350097656,-0.043457031,0.807617188,-7.560975552,-8.536585808,-2.743902445,-0.883789063,0.052734375,-0.075195313,-9.756097794,-0.426829278,-6.219511986,0
800,-0.938476563,0.140625,0.323730469,-8.353658676,3.109755993,-11.58536625,-0.890136719,-0.463378906,-0.047851563,26.64634132,-3.841463327,-12.86585331,-0.484375,-0.264648438,0.831054688,22.07317162,15.18292713,-4.51219511,-0.880371094,0.379394531,-0.312988281,-1.097561002,3.170731783,-1.768292665,-0.497070313,0.401855469,0.791503906,8.597560883,-4.085365772,6.280488014,-1.005859375,0.025390625,0.104980469,2.804877996,-6.219511986,0.121951222,-0.441894531,-0.248046875,0.915527344,-2.804877996,0.243902445,4.329268456,-1.038574219,-0.197265625,-0.085449219,3.475609779,1.524390221,1.280487776,-0.352050781,-0.008789063,0.782714844,-4.817073345,-0.975609779,-4.329268456,-0.851074219,0.056152344,-0.07421875,1.524390221,-5.609755993,-6.097560883,0
850,-0.968261719,0.106445313,0.327148438,-8.10975647,4.451219559,-9.512195587,-0.895507813,-0.420410156,-0.0390625,15.54878044,-1.280487776,-8.231707573,-0.522949219,-0.270996094,0.830078125,-5.182926655,10.91463375,-2.195122004,-0.895019531,0.389648438,-0.301757813,2.98780489,-0.304878056,-3.597560883,-0.461914063,0.422363281,0.793457031,5.48780489,-4.146341324,5.121951103,-1.034179688,0.0234375,0.095214844,-0.243902445,-2.134146452,0.243902445,-0.497070313,-0.26953125,0.965820313,9.39024353,-4.817073345,5.670731544,-1.076660156,-0.21875,-0.087402344,-4.573170662,0.426829278,4.390244007,-0.365722656,-0.015136719,0.8046875,-3.536585331,7.134146214,0.121951222,-0.859375,0.089355469,-0.0625,5.426829338,-9.63414669,-6.524390221,0
900,-0.966308594,0.083007813,0.320800781,-4.634146214,4.573170662,-3.963414669,-0.877441406,-0.438476563,-0.008300781,1.951219559,-0.853658557,-1.097561002,-0.532714844,-0.312011719,0.813964844,-12.74390221,6.158536434,2.378048897,-0.872558594,0.422363281,-0.282226563,7.256097794,-5.121951103,-2.804877996,-0.48046875,0.4296875,0.795410156,3.963414669,-4.756097794,0.060975611,-1.003417969,0.044433594,0.104980469,-1.829268336,-3.963414669,-0.975609779,-0.403320313,-0.204101563,0.87109375,11.15853691,-8.658536911,1.280487776,-0.970703125,-0.155273438,-0.191894531,-1.585365891,0.975609779,6.646341324,-0.481933594,-0.051269531,1.060058594,2.98780489,7.621951103,0.792682946,-1.273925781,0.326660156,-0.299804688,-62.31707382,11.64634132,12.13414669,0
950,-0.963867188,0.091796875,0.318847656,-0.365853667,0.914634168,1.646341443,-0.845703125,-0.470703125,0.014160156,-4.451219559,-1.890243888,1.768292665,-0.514648438,-0.315917969,0.82421875,-11.03658581,1.036585331,0.121951222,-0.858398438,0.4375,-0.287597656,4.085365772,-5.182926655,1.036585331,-0.510742188,0.427246094,0.778808594,1.585365891,-5.914634228,-2.073170662,-0.966796875,0.037597656,0.067871094,-0.182926834,1.097561002,-1.585365891,-0.462402344,-0.181640625,0.872558594,14.14634132,-9.024390221,-1.768292665,-0.975585938,-0.127441406,-0.127929688,-5.121951103,-2.743902445,11.64634132,-0.535644531,0.02734375,0.96484375,-1.158536553,1.768292665,-0.853658557,-1.024414063,0.168457031,0.032226563,9.939023972,2.5,1.219512224,0
1000,-0.94921875,0.111816406,0.327148438,3.231707335,-3.780487776,5.243902206,-0.845703125,-0.490234375,0.004394531,-3.902439117,0.060975611,2.378048897,-0.508300781,-0.294921875,0.833007813,-19.93902397,-2.195122004,-3.597560883,-0.885253906,0.420410156,-0.310546875,2.865853548,-4.390244007,3.109755993,-0.509277344,0.37890625,0.774902344,0.670731723,-8.292682648,-2.621951103,-1.01171875,0.043457031,0.060058594,-0.304878056,-0.914634168,-2.073170662,-0.395507813,-0.106445313,0.853027344,15.48780441,-7.134146214,0.304878056,-0.937011719,-0.119628906,-0.132324219,2.256097555,3.231707335,11.70731735,-0.462890625,0.014648438,0.885253906,4.390244007,-0.182926834,2.073170662,-0.999023438,0.047363281,-0.226074219,6.341463566,-2.195122004,2.804877996,0
1050,-0.923828125,0.137695313,0.339355469,6.219511986,-4.634146214,7.195121765,-0.871582031,-0.495117188,0.001953125,-2.865853548,1.707317114,2.926829338,-0.517089844,-0.380859375,0.806152344,-24.75609779,-2.560975552,-5.548780441,-0.870605469,0.432617188,-0.316894531,3.170731783,-3.414634228,2.560975552,-0.482421875,0.406738281,0.798828125,6.768292904,-8.658536911,-3.048780441,-1.017578125,-0.002441406,0.106445313,1.646341443,-4.451219559,-1.341463447,-0.393066406,-0.087890625,0.84765625,8.719511986,-1.768292665,1.890243888,-0.937988281,-0.068359375,-0.132324219,-4.573170662,2.073170662,14.75609779,-0.438476563,0.022460938,0.848144531,-2.256097555,0.731707335,-1.280487776,-0.9296875,0.104980469,-0.197265625,4.695121765,-0.060975611,0.243902445,0
1100,-0.91015625,0.156738281,0.339355469,7.804878235,-0.914634168,6.219511986,-0.866699219,-0.508300781,0.0234375,-2.439024448,-0.060975611,3.719512224,-0.509765625,-0.349609375,0.799316406,-19.93902397,-2.256097555,-8.231707573,-0.866699219,0.423339844,-0.326171875,-1.158536553,0.365853667,1.646341443,-0.466308594,0.441894531,0.791015625,2.804877996,-6.341463566,-2.98780489,-0.991210938,0.01171875,0.09375,2.134146452,-0.548780501,-2.621951103,-0.385253906,-0.104980469,0.864257813,5.975609779,2.01219511,3.414634228,-0.937011719,-0.127441406,-0.103027344,-7.926829338,1.707317114,15.85365868,-0.430664063,-0.042480469,0.875976563,-0.304878056,4.451219559,-1.707317114,-0.957519531,0.103515625,-0.180175781,-4.146341324,2.926829338,1.524390221,0
1150,-0.926757813,0.176269531,0.331054688,9.146341324,1.524390221,3.658536673,-0.859375,-0.512695313,0.005859375,0.731707335,0.121951222,0.853658557,-0.490722656,-0.391113281,0.812011719,-13.71951199,-2.134146452,-8.353658676,-0.873535156,0.406738281,-0.328613281,-0.182926834,3.841463327,1.890243888,-0.447753906,0.414550781,0.803710938,-0.670731723,-4.268292904,-3.536585331,-1.0078125,0.013183594,0.098144531,0.060975611,-3.414634228,-2.256097555,-0.394042969,-0.105957031,0.867675781,2.682926893,5.731707096,4.634146214,-0.939453125,-0.160644531,-0.078125,-4.51219511,0.426829278,12.07317066,-0.477050781,-0.024902344,0.919921875,5.48780489,4.756097794,-1.036585331,-1.017089844,0.095703125,-0.153808594,1.707317114,2.256097555,4.268292904,0
1200,-0.943847656,0.184082031,0.32421875,8.414633751,2.560975552,0.365853667,-0.869140625,-0.484863281,-0.012207031,0.792682946,0.243902445,0.670731723,-0.484863281,-0.348632813,0.818847656,-12.86585331,-2.378048897,-9.207317352,-0.891113281,0.424804688,-0.340332031,2.98780489,2.865853548,1.463414669,-0.439941406,0.406738281,0.807617188,-1.341463447,-1.524390221,-3.719512224,-1.0078125,0.0078125,0.126953125,0.731707335,-4.51219511,-1.829268336,-0.410644531,-0.106933594,0.845214844,0.365853667,8.414633751,3.536585331,-0.893066406,-0.163574219,0.014648438,-6.158536434,-7.256097794,9.756097794,-0.481445313,0.044921875,0.959960938,6.402439117,2.804877996,0.609756112,-1.064453125,0.111816406,-0.125976563,5.48780489,-1.158536553,3.902439117,0
1250,-0.964355469,0.189453125,0.328613281,7.195121765,1.524390221,-1.585365891,-0.880859375,-0.482910156,-0.030761719,-0.121951222,2.98780489,0,-0.479003906,-0.4453125,0.804199219,2.378048897,-3.536585331,-3.963414669,-0.865234375,0.44921875,-0.347167969,3.353658438,0.731707335,2.134146452,-0.455078125,0.401855469,0.809082031,-2.01219511,1.707317114,-6.341463566,-0.983398438,-0.009765625,0.140625,0.670731723,-0.426829278,-3.353658438,-0.400390625,-0.0859375,1.050292969,0.853658557,4.695121765,0.975609779,-1.234375,-0.465820313,0.01171875,20.24390221,-14.81707287,-13.96341419,-0.511230469,0.088378906,0.975585938,-4.085365772,-2.439024448,-3.231707335,-1.1015625,0.104003906,-0.09375,3.536585331,-17.31707382,1.890243888,0
1300,-0.94921875,0.196777344,0.318847656,3.780487776,-0.853658557,-2.865853548,-0.868164063,-0.43359375,-0.027832031,-3.170731783,4.51219511,2.621951103,-0.485839844,-0.3515625,0.812988281,-0.853658557,-7.134146214,-3.536585331,-0.853515625,0.467773438,-0.333007813,-2.98780489,-1.036585331,4.146341324,-0.458984375,0.422851563,0.802734375,-0.060975611,5.243902206,-5.731707096,-1.013671875,0.007324219,0.108398438,1.036585331,-1.524390221,-2.195122004,-0.525878906,-0.1875,1,-8.841463089,-1.585365891,-3.353658438,-1.005371094,-0.18359375,0.087890625,16.52439117,10.67073154,6.890244007,-0.4140625,0.01171875,0.875976563,-12.6219511,-6.951219559,-0.853658557,-0.947265625,0.152832031,-0.280761719,-15.85365868,0.792682946,-7.073170662,0
1350,-0.940917969,0.190429688,0.325683594,-0.548780501,-4.817073345,-3.719512224,-0.875488281,-0.421875,-0.021972656,-11.95121956,3.841463327,2.682926893,-0.50390625,-0.423828125,0.771972656,1.280487776,-12.01219559,2.560975552,-0.816894531,0.454589844,-0.328125,-10.79268265,2.560975552,6.890244007,-0.483886719,0.392089844,0.797851563,-4.756097794,8.597560883,-5.365853786,-0.987792969,0.007324219,0.081542969,-2.317073107,-0.060975611,1.097561002,-0.387695313,-0.1328125,0.841796875,0.975609779,-5.853658676,1.707317114,-0.967285156,0.012207031,-0.193847656,2.560975552,-5.548780441,-2.926829338,-0.479492188,0.000488281,0.874511719,-5,-4.146341324,3.597560883,-0.974609375,-0.028808594,-0.064941406,-10.24390221,2.743902445,-10.91463375,0
1400,-0.912597656,0.174804688,0.338867188,-4.939024448,-6.707316875,-5.182926655,-0.886230469,-0.434082031,-0.009277344,-19.87804794,-0.853658557,5.609755993,-0.499023438,-0.363769531,0.809570313,7.01219511,-18.04878044,4.390244007,-0.841308594,0.429199219,-0.315429688,-15.48780441,5.975609779,5.304878235,-0.475097656,0.416503906,0.797363281,-0.975609779,10.42682934,1.524390221,-1.012207031,-0.005859375,0.067871094,0,1.036585331,1.280487776,-0.392089844,-0.108398438,0.832519531,1.890243888,0.182926834,2.98780489,-0.913085938,-0.130371094,-0.157226563,6.890244007,3.170731783,3.536585331,-0.4140625,-0.028808594,0.854492188,-11.76829243,-4.268292904,-1.768292665,-0.9453125,0.049804688,-0.115234375,1.219512224,-1.402438998,-13.71951199,0
1450,-0.908691406,0.155761719,0.362304688,-8.10975647,-5.426829338,-8.536585808,-0.901855469,-0.493164063,-0.02734375,-17.13414574,-1.036585331,6.402439117,-0.466308594,-0.387207031,0.847167969,-3.170731783,-18.4146347,4.634146214,-0.8515625,0.40234375,-0.289550781,-12.31707287,6.219511986,3.231707335,-0.474609375,0.411621094,0.785644531,-7.073170662,11.15853691,3.536585331,-1.014160156,0.021484375,0.107910156,-1.341463447,-5.182926655,-0.243902445,-0.446777344,-0.086425781,0.90625,-3.353658438,3.536585331,2.682926893,-1.004394531,-0.1484375,-0.119140625,6.524390221,5.060975552,-1.280487776,-0.407226563,-0.05078125,0.840332031,-8.597560883,-0.792682946,-2.073170662,-0.926757813,0.072265625,-0.112304688,-4.024390221,-4.085365772,-11.95121956,0
1500,-0.903808594,0.132324219,0.363769531,-9.695121765,-0.304878056,-9.878048897,-0.90234375,-0.501953125,-0.044433594,-12.56097603,0.365853667,7.317073345,-0.419921875,-0.357421875,0.844726563,-4.939024448,-14.08536625,3.658536673,-0.838378906,0.419433594,-0.283203125,-5.182926655,2.98780489,0.792682946,-0.4921875,0.396972656,0.7890625,-5.182926655,9.817072868,2.804877996,-1,0.016113281,0.129394531,-1.524390221,-2.195122004,-0.548780501,-0.436035156,-0.141601563,0.922363281,-7.682926655,0.670731723,3.963414669,-1.023925781,-0.095703125,-0.084472656,-3.780487776,1.097561002,-3.109755993,-0.430664063,-0.022949219,0.854492188,-5.121951103,4.390244007,-0.609756112,-0.937011719,0.055664063,-0.068847656,0.731707335,-6.829268456,-11.40243912,0
1550,-0.931152344,0.119628906,0.350585938,-11.34146309,1.890243888,-9.63414669,-0.875488281,-0.520507813,-0.044433594,-10.73170757,0.365853667,2.682926893,-0.421875,-0.380371094,0.845214844,-5.548780441,-9.146341324,2.865853548,-0.843261719,0.429199219,-0.291503906,-4.634146214,1.463414669,-0.670731723,-0.514160156,0.412109375,0.772460938,-2.439024448,6.036585331,2.865853548,-1.010253906,0.038574219,0.112304688,-1.707317114,-2.073170662,-0.548780501,-0.428222656,-0.155761719,0.903808594,-2.804877996,-0.731707335,3.475609779,-1.002929688,-0.103515625,-0.08984375,-0.243902445,0.670731723,-0.792682946,-0.461914063,-0.087890625,1.040039063,-2.743902445,-0.121951222,-2.621951103,-1.220703125,0.463378906,-0.197265625,-26.64634132,3.170731783,9.207317352,0
1600,-0.946289063,0.096679688,0.353027344,-13.71951199,2.439024448,-7.5,-0.908691406,-0.517089844,-0.041503906,-6.036585331,-1.219512224,-1.402438998,-0.418457031,-0.393554688,0.847167969,-5.914634228,-3.109755993,-0.426829278,-0.852050781,0.437988281,-0.294921875,-3.231707335,-0.182926834,-1.158536553,-0.505371094,0.404296875,0.776367188,-2.865853548,1.585365891,2.195122004,-0.989746094,0.026367188,0.115234375,-2.439024448,-5.365853786,1.219512224,-0.448242188,-0.138183594,0.904785156,0.426829278,-2.378048897,1.951219559,-1.008789063,-0.098632813,-0.107421875,6.829268456,0.792682946,0.121951222,-0.510253906,0.033691406,0.944335938,1.158536553,-2.804877996,1.768292665,-1.041992188,0.136230469,0.001953125,3.353658438,-2.378048897,1.463414669,0
1650,-0.955566406,0.079101563,0.366699219,-14.26829243,2.256097555,-5.426829338,-0.912109375,-0.513671875,-0.060058594,-2.195122004,-0.853658557,-2.378048897,-0.416992188,-0.427246094,0.841796875,-1.158536553,1.341463447,0.304878056,-0.8671875,0.434082031,-0.316894531,0.121951222,-1.097561002,-2.865853548,-0.514160156,0.388671875,0.774414063,-2.073170662,-0.914634168,0.792682946,-1.006347656,0.026855469,0.122558594,-0.914634168,-1.768292665,-0.670731723,-0.457519531,-0.136230469,0.927246094,-0.48780489,-3.963414669,0.48780489,-1.03515625,-0.111816406,-0.098144531,3.963414669,-2.317073107,-0.365853667,-0.419921875,0.010742188,0.852539063,0,-1.158536553,3.841463327,-0.921386719,0.09375,-0.296875,6.951219559,-7.804878235,2.195122004,0
