ms,Aax,Aay,Aaz,Agx,Agy,Agz,Bax,Bay,Baz,Bgx,Bgy,Bgz,Cax,Cay,Caz,Cgx,Cgy,Cgz,Dax,Day,Daz,Dgx,Dgy,Dgz,Eax,Eay,Eaz,Egx,Egy,Egz,Fax,Fay,Faz,Fgx,Fgy,Fgz,Gax,Gay,Gaz,Ggx,Ggy,Ggz,Hax,Hay,Haz,Hgx,Hgy,Hgz,Iax,Iay,Iaz,Igx,Igy,Igz,Jax,Jay,Jaz,Jgx,Jgy,Jgz,target
35800,-0.934082031,0.077148438,0.355957031,0,-0.365853667,-2.134146452,-0.970214844,-0.356933594,0.027832031,0.365853667,0.243902445,1.646341443,-0.659667969,-0.135253906,0.753417969,-1.097561002,2.317073107,0.365853667,-0.846679688,0.501953125,-0.08984375,9.39024353,-0.060975611,0.792682946,-0.68359375,0.275390625,0.954589844,2.01219511,40.36585236,-5.48780489,-0.992675781,0.010742188,0.1484375,-0.975609779,2.804877996,-0.609756112,-0.409667969,-0.193847656,0.880859375,2.256097555,0.792682946,-0.426829278,-0.977050781,-0.184082031,-0.03125,1.036585331,-0.48780489,1.219512224,-0.616699219,-0.018554688,1.076660156,5.426829338,6.768292904,1.951219559,-1.18359375,0.081542969,0.040527344,-3.475609779,2.5,5.365853786,0
35850,-0.921875,0.064453125,0.347167969,-4.146341324,0.304878056,-3.292682886,-0.932617188,-0.357910156,0.05859375,-2.621951103,-3.658536673,1.097561002,-0.655273438,-0.176269531,0.762207031,-3.597560883,1.707317114,-4.51219511,-0.875976563,0.622070313,-0.192871094,20.18292618,11.34146309,12.3780489,-0.773925781,0.3515625,1.213378906,23.23170662,-3.841463327,0.548780501,-0.989257813,0.022460938,0.086914063,1.463414669,5.48780489,0.731707335,-0.509765625,-0.18359375,1.030273438,5.365853786,-4.207316875,-2.621951103,-1.139648438,-0.171386719,0.078125,-1.707317114,-6.158536434,-0.426829278,-0.541992188,-0.036132813,1.025390625,1.768292665,-14.20731735,-0.426829278,-1.188476563,0.008300781,-0.041992188,8.841463089,-4.024390221,-0.548780501,0
35900,-0.930175781,0.030761719,0.34765625,-3.292682886,3.536585331,-2.134146452,-0.929199219,-0.375488281,0.055664063,3.658536673,-4.51219511,-0.060975611,-0.644042969,-0.183105469,0.776855469,6.097560883,-0.670731723,-6.646341324,-0.852050781,0.586914063,-0.131347656,-5.426829338,9.939023972,18.04878044,-0.581542969,0.337890625,0.755859375,13.41463375,8.719511986,11.95121956,-0.999511719,-0.021972656,0.129882813,-1.097561002,-0.365853667,-1.158536553,-0.429199219,-0.1328125,0.911132813,4.390244007,-13.71951199,1.646341443,-0.995605469,-0.132324219,-0.019042969,1.646341443,-4.878048897,2.682926893,-0.374023438,0.020996094,0.740234375,-4.878048897,-8.475609779,-4.329268456,-0.828125,0.025878906,-0.180664063,3.841463327,0.182926834,-3.048780441,0
35950,-0.947265625,0.042480469,0.336425781,2.378048897,5.975609779,-2.01219511,-0.939453125,-0.332519531,0.037597656,8.963414192,-0.548780501,0.853658557,-0.642089844,-0.120605469,0.765625,1.402438998,0.365853667,-2.804877996,-0.892578125,0.468261719,-0.06640625,-12.13414669,3.780487776,13.17073154,-0.605957031,0.322265625,0.73828125,2.01219511,15.79268265,8.231707573,-1.018554688,-0.031738281,0.110839844,2.01219511,4.939024448,0.914634168,-0.33203125,-0.141601563,0.793945313,2.743902445,-8.780488014,3.414634228,-0.856445313,-0.154785156,-0.103515625,6.341463566,-2.01219511,2.865853548,-0.390136719,-0.068359375,0.776367188,-8.231707573,2.804877996,-4.634146214,-0.83203125,0.046875,-0.208984375,-6.158536434,3.292682886,-1.219512224,0
36000,-0.963378906,0.073730469,0.335449219,2.378048897,6.829268456,-2.804877996,-0.970703125,-0.301757813,0.032714844,2.621951103,1.280487776,-1.158536553,-0.666015625,-0.157226563,0.753417969,-5.670731544,1.463414669,2.378048897,-0.833496094,0.431152344,-0.104492188,12.07317066,3.048780441,11.46341419,-0.614257813,0.324707031,0.78125,7.682926655,-1.951219559,6.158536434,-0.987304688,0.004882813,0.117675781,-1.463414669,2.317073107,-0.243902445,-0.3671875,-0.177246094,0.850097656,-0.914634168,-1.341463447,1.341463447,-0.932617188,-0.219238281,-0.053710938,0.609756112,0.243902445,0.731707335,-0.445800781,-0.091796875,0.89453125,5.548780441,12.98780441,1.890243888,-0.978027344,0.096191406,-0.081054688,-5.243902206,7.926829338,3.963414669,0
36050,-0.973632813,0.053710938,0.328125,0.792682946,0.731707335,-2.317073107,-0.936523438,-0.3046875,0.059570313,-8.414633751,-0.426829278,0.48780489,-0.661621094,-0.220703125,0.752441406,-2.621951103,-1.524390221,-0.48780489,-0.774414063,0.541992188,-0.180175781,25.30487823,6.219511986,13.84146309,-0.563476563,0.494140625,0.7265625,19.3292675,-27.92682838,5.609755993,-0.986328125,0.034179688,0.109863281,-0.975609779,5.609755993,-0.060975611,-0.42578125,-0.210449219,0.956054688,1.219512224,-1.219512224,-1.829268336,-1.060058594,-0.19921875,0.036132813,-4.146341324,-3.170731783,-0.365853667,-0.6640625,0.008789063,1.124511719,3.658536673,-6.097560883,1.524390221,-1.347167969,0.023925781,0.045898438,10.30487823,-4.085365772,6.097560883,0
36100,-0.944335938,0.059570313,0.319824219,-1.524390221,-1.036585331,-2.256097555,-0.926757813,-0.345703125,0.054199219,-7.804878235,-0.853658557,1.402438998,-0.637207031,-0.163574219,0.773925781,6.829268456,-4.390244007,-1.524390221,-0.852050781,0.634765625,-0.162109375,16.52439117,2.01219511,11.82926846,-0.514160156,0.413085938,0.729980469,-31.28048706,-37.43902588,-1.829268336,-1.031738281,0.017089844,0.103515625,-2.682926893,3.353658438,-0.121951222,-0.377929688,-0.146972656,0.916992188,2.682926893,-4.207316875,0.182926834,-0.9921875,-0.143554688,-0.002929688,-2.073170662,-3.109755993,1.646341443,-0.370117188,-0.002929688,0.811035156,-4.51219511,-8.902439117,-1.036585331,-0.922851563,0.016113281,-0.146972656,-0.853658557,-4.085365772,-6.341463566,0
36150,-0.959472656,0.049804688,0.325683594,-3.292682886,0,0.060975611,-0.959472656,-0.365722656,0.022460938,2.195122004,3.109755993,1.585365891,-0.638183594,-0.119140625,0.786621094,1.219512224,-1.524390221,1.646341443,-0.831542969,0.633789063,-0.12109375,-7.378048897,3.292682886,8.902439117,-0.545410156,0.449707031,0.790527344,-49.32926941,-21.03658485,2.256097555,-1,-0.0234375,0.10546875,-0.731707335,0.121951222,-1.890243888,-0.35546875,-0.134765625,0.8671875,2.439024448,-1.158536553,0.670731723,-0.937988281,-0.149414063,-0.045898438,3.170731783,0.731707335,2.439024448,-0.336425781,-0.07421875,0.74609375,-4.146341324,1.585365891,-0.304878056,-0.787109375,0.046386719,-0.236816406,-7.195121765,2.195122004,-2.01219511,0
36200,-0.970214844,0.049316406,0.337402344,-5.975609779,-0.365853667,1.829268336,-0.976074219,-0.358398438,0.033691406,-4.573170662,2.743902445,0.121951222,-0.656738281,-0.146484375,0.756347656,-7.682926655,2.804877996,1.158536553,-0.809082031,0.510253906,-0.163574219,8.719511986,5.975609779,1.524390221,-0.664550781,0.531738281,0.962402344,8.475609779,-32.19512177,36.40243912,-1.005859375,-0.004882813,0.086425781,0.304878056,4.51219511,-0.121951222,-0.370605469,-0.136230469,0.881347656,-2.5,1.829268336,0.975609779,-0.965820313,-0.182617188,-0.018066406,0.975609779,2.621951103,-0.365853667,-0.418945313,-0.064453125,0.836914063,5.914634228,12.6219511,0.243902445,-0.901855469,0.098144531,-0.153808594,1.524390221,8.597560883,3.780487776,0
36250,-0.932617188,0.033691406,0.345214844,-5.914634228,-0.975609779,1.951219559,-0.958496094,-0.373535156,0.061523438,-5.792683125,-2.317073107,-0.121951222,-0.674804688,-0.221679688,0.759277344,-7.439024448,3.780487776,-4.573170662,-0.76171875,0.722167969,-0.330078125,5.365853786,39.39024353,7.5,-0.5234375,0.067382813,1.040039063,194.0853729,-50.67073059,104.5121918,-0.993164063,0.01953125,0.07421875,-0.792682946,2.804877996,0.304878056,-0.535644531,-0.227539063,1.051269531,4.817073345,-6.158536434,-2.926829338,-1.168945313,-0.172851563,0.096191406,-3.048780441,-8.292682648,-0.060975611,-0.716308594,0.040039063,1.179199219,4.878048897,-2.804877996,5.121951103,-1.433105469,0.000488281,0.072753906,6.341463566,-2.621951103,7.804878235,0
36300,-0.923339844,0.026367188,0.345703125,-4.329268456,3.414634228,0.182926834,-0.911621094,-0.371582031,0.07421875,4.390244007,-6.890244007,0.48780489,-0.632324219,-0.162109375,0.766601563,10.36585331,0.548780501,-7.621951103,-0.821777344,0.841796875,-0.339355469,-53.17073059,41.89024353,18.04878044,-0.166503906,0.518066406,0.416015625,379.3902588,6.036585331,171.1585388,-1.001953125,0.005371094,0.100585938,-2.804877996,3.536585331,-0.48780489,-0.28125,-0.094238281,0.836914063,0.609756112,-8.475609779,2.134146452,-0.875,-0.124023438,-0.072753906,2.195122004,-3.475609779,2.5,-0.4296875,0.009765625,0.875488281,-5.48780489,-13.47560978,-2.378048897,-1.030761719,0.003417969,-0.108398438,2.926829338,-7.5,-6.951219559,0
36350,-0.950683594,0.048339844,0.324707031,0.182926834,6.951219559,-1.585365891,-0.924804688,-0.322265625,0.013183594,14.02439022,-1.036585331,-1.768292665,-0.623046875,-0.107421875,0.784179688,-2.926829338,2.439024448,0.365853667,-0.868652344,0.634277344,-0.206542969,-134.3292694,38.658535,5.914634228,-0.142578125,1.12890625,-0.10546875,276.6463318,74.75609589,133.7804871,-1.02734375,-0.038085938,0.09765625,-0.548780501,2.5,0.609756112,-0.330078125,-0.135253906,0.829589844,-1.097561002,1.036585331,2.439024448,-0.903320313,-0.174316406,-0.08203125,-1.646341443,0.914634168,-1.341463447,-0.302734375,-0.068847656,0.721191406,-10.1219511,-2.317073107,-2.98780489,-0.745117188,0.03125,-0.240722656,-8.231707573,-0.975609779,-4.329268456,0
36400,-0.9921875,0.078125,0.318847656,-4.878048897,5.243902206,1.402438998,-0.958496094,-0.2890625,0.025878906,-0.853658557,0.792682946,-4.451219559,-0.658203125,-0.202148438,0.765625,-5.975609779,1.585365891,3.231707335,-0.864746094,0.246582031,0.132324219,-115.4878082,2.743902445,-4.756097794,-0.136230469,1.280761719,-0.090332031,17.43902397,122.31707,31.03658485,-0.993164063,0.080566406,0.092773438,-3.353658438,-1.890243888,3.841463327,-0.314453125,-0.160644531,0.823242188,-9.146341324,7.317073345,1.280487776,-0.875488281,-0.208984375,-0.083496094,-2.743902445,6.463414669,-1.768292665,-0.415039063,-0.068847656,0.821289063,2.01219511,9.512195587,0,-0.870605469,0.088378906,-0.170898438,-3.292682886,7.621951103,2.195122004,0
36450,-0.981933594,0.066894531,0.325195313,-7.317073345,-0.853658557,4.817073345,-0.9375,-0.306640625,0.053222656,-10.91463375,3.231707335,-4.146341324,-0.676269531,-0.198730469,0.731445313,-8.353658676,-0.121951222,4.634146214,-0.686523438,0.352050781,-0.059082031,29.81707382,7.804878235,14.08536625,-0.733886719,0.509765625,0.88671875,-118.5365829,83.96341705,-23.47560883,-1.192382813,-0.073242188,0.016113281,5.548780441,-19.45121956,-6.097560883,-0.540527344,-0.325683594,1.133789063,1.585365891,5.48780489,-4.268292904,-1.353027344,-0.223632813,0.210449219,-7.01219511,-3.536585331,-1.463414669,-0.578125,-0.002929688,1.060546875,7.865853786,8.780488014,5.670731544,-1.211425781,0.069335938,0.03515625,0.609756112,4.146341324,4.878048897,0
36500,-0.916992188,0.063964844,0.322753906,-8.292682648,-4.024390221,2.682926893,-0.955078125,-0.345703125,0.097167969,-10.67073154,0.182926834,0,-0.675292969,-0.2421875,0.747070313,13.53658581,-6.951219559,-7.439024448,-0.768066406,0.682128906,-0.148925781,48.04878235,18.29268265,27.98780441,-0.442871094,1.06640625,0.581054688,9.512195587,1.280487776,-5.243902206,-1.016113281,0.010742188,0.146484375,-4.756097794,-18.35365868,-1.524390221,-0.326660156,-0.090332031,0.926757813,6.951219559,-9.146341324,-0.670731723,-0.971679688,-0.109375,0.000488281,-0.853658557,-5.914634228,4.634146214,-0.52734375,0.007324219,0.979003906,-4.268292904,-9.817072868,1.768292665,-1.154296875,-0.001464844,-0.043945313,5.304878235,-5.792683125,-2.560975552,0
36550,-0.898925781,0.070800781,0.344238281,-14.08536625,0.975609779,-1.951219559,-0.927734375,-0.374511719,0.032226563,4.573170662,0.548780501,2.134146452,-0.59765625,-0.032714844,0.7734375,9.817072868,-2.682926893,-0.060975611,-0.813476563,0.596191406,-0.081542969,7.865853786,8.231707573,4.085365772,-0.250976563,0.924804688,0.290039063,25.97560883,2.926829338,-7.378048897,-0.967773438,-0.000976563,0.098144531,-10.42682934,7.01219511,2.560975552,-0.291503906,-0.098632813,0.787597656,4.695121765,1.158536553,2.195122004,-0.830566406,-0.115234375,-0.129882813,10.36585331,4.756097794,3.170731783,-0.344238281,-0.0625,0.758789063,-9.146341324,-5.243902206,-1.707317114,-0.821289063,0.020019531,-0.1953125,-6.219511986,-3.048780441,-5.121951103,0
36600,-0.918945313,0.095214844,0.340332031,-20.9146347,12.13414669,0.365853667,-0.951171875,-0.354003906,-0.013671875,0,4.329268456,-1.280487776,-0.64453125,-0.12109375,0.815917969,-8.292682648,1.768292665,7.560975552,-0.737304688,0.594726563,-0.1171875,14.32926846,9.512195587,-1.951219559,-0.22265625,1.088867188,0.253417969,24.57317162,-1.829268336,2.439024448,-0.943359375,0.051757813,0.104492188,-2.682926893,13.78048801,5.48780489,-0.321777344,-0.041015625,0.83984375,-7.682926655,7.439024448,2.378048897,-0.891601563,-0.196777344,-0.08984375,-1.585365891,9.573170662,-0.914634168,-0.374023438,-0.117675781,0.781738281,1.097561002,7.317073345,-2.073170662,-0.827636719,0.056640625,-0.209472656,-1.402438998,5.914634228,1.585365891,0
36650,-0.940917969,0.189453125,0.318359375,-48.96341324,19.39024353,13.59756088,-0.971191406,-0.377929688,0.030761719,-11.15853691,1.951219559,-6.524390221,-0.666503906,-0.170410156,0.727050781,-19.81707382,6.402439117,6.951219559,-0.779296875,0.636230469,-0.1328125,34.26829147,5.365853786,6.524390221,-0.281738281,0.846191406,0.28125,-0.548780501,-22.86585426,13.59756088,-1.100097656,-0.017578125,0.059082031,-1.219512224,5.975609779,-5.304878235,-0.453125,-0.310546875,1.04296875,-15.36585331,11.95121956,-0.609756112,-1.2578125,-0.253417969,0.152832031,-6.463414669,3.780487776,-5.243902206,-0.505859375,-0.014160156,1.001953125,11.34146309,13.65853691,2.621951103,-1.090332031,0.051269531,-0.015625,-5.060975552,8.475609779,8.658536911,0
36700,-0.939453125,0.103515625,0.283691406,-82.13414764,25.12195206,31.52439117,-0.936035156,-0.381347656,0.107910156,-7.98780489,-1.646341443,-3.597560883,-0.704589844,-0.344238281,0.764160156,4.329268456,0.304878056,-10,-0.744140625,0.547851563,-0.159179688,54.20731735,-12.13414669,10.67073154,-0.341796875,0.951660156,0.255371094,16.8292675,-16.64634132,17.31707382,-1.030761719,0.014160156,0.0078125,-0.121951222,-6.341463566,2.01219511,-0.446777344,-0.190917969,1.027832031,10.18292713,-7.560975552,-1.402438998,-1.101074219,-0.142089844,0.0625,-6.341463566,-8.414633751,1.219512224,-0.635253906,0.027832031,1.088378906,-3.780487776,-9.878048897,1.097561002,-1.297851563,0.049316406,0.031738281,7.804878235,-6.707316875,0.548780501,0
36750,-0.966308594,0.001464844,0.273925781,-87.98780823,23.84146309,41.76829147,-0.891113281,-0.369628906,0.069335938,12.6219511,2.682926893,-0.792682946,-0.618164063,-0.049316406,0.731933594,16.46341515,-2.926829338,-6.707316875,-0.764648438,0.686035156,-0.264648438,64.75609589,-12.31707287,15.79268265,-0.352539063,0.764648438,0.398925781,-42.68292618,-45.9146347,-2.5,-1.013183594,0.003417969,0.122558594,-1.768292665,1.036585331,-0.670731723,-0.289550781,-0.126953125,0.778320313,2.682926893,-0.609756112,2.195122004,-0.812988281,-0.120117188,-0.122558594,9.451219559,2.560975552,3.902439117,-0.339355469,-0.008300781,0.749023438,-8.719511986,-9.085366249,-2.621951103,-0.824707031,0.028320313,-0.191894531,-5.182926655,-5.060975552,-7.865853786,0
36800,-1.000488281,-0.044921875,0.288574219,-71.82926941,19.75609779,41.46341324,-0.942382813,-0.294921875,-0.011230469,18.23170662,8.170731544,-2.195122004,-0.660644531,-0.147949219,0.798828125,-3.719512224,-1.646341443,4.329268456,-0.786621094,0.734375,-0.2890625,41.76829147,-12.07317066,13.53658581,-0.222167969,0.765625,0.26171875,34.63414764,-54.87804794,0.365853667,-0.903808594,0.031738281,0.104003906,-0.609756112,-4.817073345,-2.621951103,-0.367675781,-0.05859375,0.836914063,1.219512224,5.243902206,1.219512224,-0.912109375,-0.181152344,-0.071777344,1.768292665,6.158536434,0.304878056,-0.360351563,-0.110839844,0.739257813,-4.451219559,4.573170662,-1.280487776,-0.784667969,0.045410156,-0.240722656,-3.414634228,5.060975552,-0.731707335,0
36850,-1.009277344,-0.012207031,0.27734375,-50.79268265,14.63414669,32.31707382,-0.981445313,-0.295898438,0.009277344,-12.31707287,3.109755993,-1.097561002,-0.666992188,-0.171875,0.748046875,-8.231707573,-2.682926893,5.609755993,-0.719726563,0.670410156,-0.311523438,20.60975647,-6.768292904,11.82926846,-0.240722656,0.979492188,0.186523438,78.29268646,-50.85365677,-1.219512224,-1.024414063,0.013183594,0.087402344,-1.646341443,5.48780489,-0.548780501,-0.419921875,-0.199707031,0.984863281,-13.84146309,7.5,0.304878056,-1.111328125,-0.208007813,0.070800781,-7.073170662,1.463414669,-4.146341324,-0.422851563,-0.057617188,0.855957031,11.89024353,19.51219559,2.743902445,-0.923339844,0.097167969,-0.121582031,0.243902445,9.939023972,6.402439117,0
36900,-0.9765625,0.028320313,0.262695313,-32.19512177,9.146341324,22.31707382,-0.942382813,-0.38671875,0.062988281,-23.23170662,-0.304878056,3.231707335,-0.666503906,-0.244140625,0.760742188,1.829268336,-3.963414669,-3.231707335,-0.716308594,0.672363281,-0.306640625,5.792683125,-3.719512224,14.75609779,-0.1796875,1.083007813,0.135742188,27.68292618,-38.17073059,-2.5,-1.005371094,0.014160156,0.065917969,-0.304878056,1.951219559,-1.524390221,-0.439941406,-0.21875,0.977050781,3.536585331,-2.804877996,-1.280487776,-1.055175781,-0.147460938,0.036621094,-6.097560883,-4.573170662,-0.060975611,-0.743652344,0.05078125,1.176757813,-1.707317114,-4.329268456,4.573170662,-1.419433594,0.018066406,0.078125,10.30487823,-4.207316875,4.878048897,0
36950,-0.942871094,0.062988281,0.248046875,-20.24390221,7.5,16.5853653,-0.897949219,-0.446777344,0.048339844,0.426829278,-1.524390221,3.353658438,-0.603515625,-0.080078125,0.776855469,9.878048897,-3.536585331,-2.865853548,-0.717285156,0.609375,-0.270996094,-1.463414669,-3.719512224,8.963414192,-0.131347656,0.909179688,0.112792969,25.6707325,-15.67073154,-3.475609779,-1.012207031,-0.006347656,0.095214844,-2.378048897,-3.353658438,-1.890243888,-0.328125,-0.122070313,0.842285156,0.365853667,-0.060975611,1.829268336,-0.900390625,-0.143554688,-0.070800781,3.841463327,2.134146452,1.036585331,-0.373046875,-0.004394531,0.825195313,-7.98780489,-11.70731735,-4.695121765,-0.9375,0.031738281,-0.135742188,0.304878056,-6.036585331,-6.951219559,0
37000,-1.011230469,0.114257813,0.253417969,-13.96341419,6.219511986,13.17073154,-0.937988281,-0.380371094,-0.022949219,14.14634132,1.951219559,0.975609779,-0.634277344,-0.138183594,0.81640625,-7.865853786,1.158536553,-0.182926834,-0.741210938,0.62109375,-0.235839844,-3.353658438,-6.951219559,4.939024448,-0.127441406,0.922363281,0.108886719,31.52439117,-6.707316875,-6.402439117,-0.981445313,-0.014648438,0.103515625,0.609756112,-4.024390221,0.060975611,-0.396972656,-0.129394531,0.885742188,-2.5,2.804877996,1.646341443,-0.979492188,-0.176269531,-0.031738281,0.243902445,3.719512224,-0.548780501,-0.333984375,-0.082519531,0.722167969,-7.682926655,1.097561002,-1.036585331,-0.758300781,0.038085938,-0.254882813,-8.170731544,2.804877996,-3.414634228,0
37050,-0.991699219,0.113769531,0.25390625,-12.74390221,-1.463414669,8.963414192,-0.993652344,-0.3359375,0.012207031,-0.48780489,0.792682946,-1.219512224,-0.662597656,-0.1953125,0.750976563,-7.926829338,2.5,-1.951219559,-0.721679688,0.629882813,-0.243164063,9.756097794,-9.756097794,6.219511986,-0.224121094,0.986328125,0.192871094,50.73170853,-7.073170662,-8.963414192,-1.010742188,0.003417969,0.07421875,-0.182926834,3.536585331,-2.439024448,-0.425292969,-0.229003906,0.981933594,-5.853658676,1.341463447,1.219512224,-1.099609375,-0.1953125,0.055175781,-5.426829338,-1.768292665,-1.768292665,-0.409179688,-0.075195313,0.803710938,5.304878235,16.09756088,2.865853548,-0.867675781,0.099609375,-0.1640625,-0.121951222,10.06097603,2.5,0
37100,-0.961425781,0.113769531,0.245117188,-10.48780441,-4.756097794,5.975609779,-0.940917969,-0.351074219,0.059082031,-4.878048897,-1.585365891,1.585365891,-0.661621094,-0.231445313,0.748535156,1.768292665,0.975609779,-6.829268456,-0.702148438,0.634277344,-0.256835938,21.64634132,-11.82926846,10.54878044,-0.233886719,0.986328125,0.153808594,34.57316971,-15.79268265,-5.609755993,-1.002441406,0.035644531,0.037597656,0.853658557,0.853658557,-2.560975552,-0.399414063,-0.203125,0.909179688,6.280488014,-4.085365772,-0.304878056,-0.984863281,-0.161621094,-0.016113281,0.304878056,-4.329268456,1.707317114,-0.729980469,0.015136719,1.170898438,3.353658438,0.48780489,6.341463566,-1.408691406,0.033203125,0.053222656,5.975609779,-1.097561002,6.951219559,0
37150,-0.961425781,0.112792969,0.2578125,-7.926829338,-4.451219559,3.109755993,-0.912597656,-0.354492188,0.042480469,5.060975552,-1.829268336,3.170731783,-0.625488281,-0.105957031,0.773925781,5.975609779,-0.609756112,-3.597560883,-0.708496094,0.684570313,-0.274902344,26.95121956,-12.07317066,13.53658581,-0.322265625,0.965820313,0.223632813,25.97560883,-25.48780441,-9.146341324,-1.018066406,-0.00390625,0.083007813,-1.951219559,2.621951103,0.853658557,-0.33203125,-0.102539063,0.845703125,3.597560883,0.182926834,0.792682946,-0.903808594,-0.15625,-0.069824219,2.865853548,1.829268336,2.134146452,-0.440429688,-0.026855469,0.888183594,-4.756097794,-13.35365868,-3.597560883,-1.0390625,-0.006835938,-0.107421875,5,-7.560975552,-3.292682886,0
37200,-0.943359375,0.110351563,0.279785156,-5.609755993,-5,5.121951103,-0.949707031,-0.31640625,-0.0078125,4.207316875,-0.48780489,0.304878056,-0.644042969,-0.168457031,0.789550781,-6.585365772,0.182926834,1.707317114,-0.736328125,0.689941406,-0.290527344,8.414633751,-10.1219511,2.01219511,-0.256347656,0.938476563,0.084960938,18.59756088,-33.78048706,-12.19512177,-1.009277344,-0.007324219,0.080566406,-0.975609779,1.707317114,0,-0.381347656,-0.118164063,0.88671875,-5.304878235,3.170731783,0.48780489,-0.97265625,-0.172851563,-0.027832031,-2.073170662,3.841463327,-0.670731723,-0.321777344,-0.060058594,0.717285156,-5.426829338,-1.524390221,-2.743902445,-0.758789063,0.021972656,-0.244140625,-7.560975552,-0.243902445,-2.134146452,0
37250,-0.949707031,0.137207031,0.297851563,-5.548780441,-3.353658438,4.695121765,-0.975097656,-0.341308594,0.021484375,-6.280488014,-1.036585331,1.646341443,-0.647949219,-0.210449219,0.755371094,-4.207316875,1.219512224,0.304878056,-0.720703125,0.628417969,-0.267578125,-22.80487823,-5.365853786,-19.57317162,-0.105957031,1.075683594,-0.108886719,-0.914634168,-24.14634132,-12.31707287,-1.0078125,-0.016113281,0.064453125,0.670731723,1.524390221,-0.243902445,-0.399414063,-0.207519531,0.916015625,-6.219511986,3.414634228,1.036585331,-1.0078125,-0.170898438,-0.008300781,-3.597560883,1.646341443,-0.792682946,-0.415039063,-0.051269531,0.788085938,3.719512224,12.01219559,-0.48780489,-0.848632813,0.093261719,-0.190429688,-1.768292665,8.414633751,2.073170662,0
37300,-0.912109375,0.125976563,0.293457031,-4.878048897,3.048780441,1.951219559,-0.934082031,-0.36328125,0.034179688,-2.378048897,-2.195122004,0.792682946,-0.639160156,-0.185546875,0.763671875,1.890243888,1.280487776,-0.365853667,-0.678710938,0.574707031,-0.239257813,-18.78048706,-10.36585331,-17.07317162,-0.064453125,1.004394531,-0.099121094,0.182926834,-0.853658557,-5.914634228,-0.994140625,-0.015625,0.076171875,2.01219511,0.609756112,-2.439024448,-0.381835938,-0.213378906,0.873535156,1.524390221,4.146341324,-0.304878056,-0.954589844,-0.17578125,-0.040527344,1.768292665,3.231707335,2.195122004,-0.689453125,0.01953125,1.140136719,4.390244007,3.109755993,5.243902206,-1.354003906,0.053222656,0.0390625,2.98780489,0.243902445,6.524390221,0
37350,-0.930175781,0.132324219,0.271484375,-3.536585331,6.829268456,-0.670731723,-0.930664063,-0.336914063,0.029296875,2.256097555,-2.134146452,-0.243902445,-0.643066406,-0.140136719,0.780761719,1.646341443,1.036585331,2.01219511,-0.79296875,0.624023438,-0.19921875,10.42682934,-13.23170757,3.414634228,-0.25,0.905761719,0.122558594,2.378048897,11.34146309,3.292682886,-1.019042969,-0.041503906,0.115234375,0.121951222,0.060975611,-0.365853667,-0.356933594,-0.122558594,0.870117188,-0.48780489,8.414633751,0.121951222,-0.935058594,-0.176757813,-0.05078125,-1.585365891,5.853658676,1.341463447,-0.465332031,-0.004394531,0.924804688,-4.207316875,-12.86585331,-1.097561002,-1.079589844,0.018554688,-0.086914063,5.548780441,-7.621951103,-2.743902445,0
37400,-0.97265625,0.132324219,0.260742188,-5.48780489,7.621951103,-2.621951103,-0.959960938,-0.336425781,0.033691406,0.548780501,0.792682946,-2.5,-0.659667969,-0.161621094,0.772460938,-6.158536434,1.158536553,3.292682886,-0.743652344,0.706542969,-0.291503906,39.87804794,-14.93902397,19.14634132,-0.448242188,0.889648438,0.3984375,-25.85365868,-7.926829338,-8.414633751,-1.020507813,-0.014160156,0.098144531,-0.426829278,-0.609756112,2.682926893,-0.416015625,-0.157226563,0.922851563,-6.585365772,10.54878044,-0.060975611,-1.028320313,-0.173828125,0.000488281,-5.121951103,3.841463327,-2.256097555,-0.327636719,-0.05078125,0.726074219,-8.231707573,-3.902439117,-0.731707335,-0.776367188,0.015625,-0.227539063,-7.682926655,-0.304878056,-4.451219559,0
37450,-1.001464844,0.107421875,0.263183594,-5.853658676,5.48780489,2.378048897,-0.972167969,-0.328613281,0.036132813,-7.256097794,1.707317114,0,-0.666992188,-0.221191406,0.751464844,-4.695121765,1.585365891,0.121951222,-0.717773438,0.735839844,-0.318359375,29.45121956,-7.621951103,25.9146347,-0.377929688,0.896484375,0.235351563,20.9146347,-36.82926941,-4.451219559,-1.000488281,0.020996094,0.063476563,-2.926829338,2.073170662,4.939024448,-0.496582031,-0.213867188,1.028808594,-2.926829338,1.768292665,-0.975609779,-1.165039063,-0.163574219,0.068847656,-4.817073345,-2.743902445,-1.036585331,-0.416015625,-0.086914063,0.780273438,0.548780501,10,0.243902445,-0.842285156,0.073730469,-0.201660156,-3.109755993,8.719511986,0.121951222,0
