ms,Aax,Aay,Aaz,Agx,Agy,Agz,Bax,Bay,Baz,Bgx,Bgy,Bgz,Cax,Cay,Caz,Cgx,Cgy,Cgz,Dax,Day,Daz,Dgx,Dgy,Dgz,Eax,Eay,Eaz,Egx,Egy,Egz,Fax,Fay,Faz,Fgx,Fgy,Fgz,Gax,Gay,Gaz,Ggx,Ggy,Ggz,Hax,Hay,Haz,Hgx,Hgy,Hgz,Iax,Iay,Iaz,Igx,Igy,Igz,Jax,Jay,Jaz,Jgx,Jgy,Jgz,target
27250,0.353027344,0.123535156,0.93359375,-0.731707335,1.036585331,-0.48780489,-0.106445313,-0.725097656,-0.687011719,-0.609756112,0.121951222,0.060975611,-0.028320313,-0.132324219,1.010742188,-0.609756112,-0.121951222,0,-0.106445313,0.547851563,-0.833984375,-0.792682946,0.182926834,0.548780501,-0.065917969,-0.026855469,1.007324219,-1.402438998,-0.121951222,-0.609756112,-0.128417969,0.021972656,1.025390625,0.121951222,-0.060975611,-0.304878056,0.680664063,-0.075683594,0.718261719,-0.426829278,0.792682946,0.243902445,-0.829101563,-0.044433594,0.570800781,-0.975609779,0.121951222,0.365853667,0.54296875,-0.102539063,0.827636719,-1.158536553,0.060975611,0.426829278,-0.915527344,0.158203125,0.397949219,-0.792682946,0.243902445,0.060975611,0
27300,0.354492188,0.119140625,0.932128906,-0.792682946,0.975609779,-0.670731723,-0.106933594,-0.7265625,-0.688476563,0,0.060975611,0.243902445,-0.03125,-0.129882813,1.010742188,-0.792682946,0,-0.121951222,-0.106933594,0.548339844,-0.839355469,-0.548780501,-0.304878056,0,-0.063476563,-0.029785156,1.008789063,-0.121951222,0.609756112,-0.609756112,-0.118652344,0.024902344,1.021484375,0.304878056,1.585365891,-0.914634168,0.683105469,-0.076660156,0.717773438,-0.182926834,0.731707335,0.548780501,-0.831542969,-0.047851563,0.571777344,-1.036585331,0.121951222,0.304878056,0.546386719,-0.098632813,0.826171875,-0.975609779,0.060975611,0.731707335,-0.915039063,0.15625,0.396484375,-0.731707335,0.243902445,0.243902445,0
27350,0.35546875,0.1171875,0.93359375,-0.365853667,1.219512224,-0.731707335,-0.104980469,-0.723144531,-0.688476563,-2.560975552,0.121951222,0.548780501,-0.033691406,-0.125488281,1.012207031,-1.402438998,-0.060975611,-0.182926834,-0.107421875,0.549804688,-0.8359375,-1.646341443,0,0.731707335,-0.073242188,-0.012207031,1.006347656,-0.975609779,0.182926834,-0.914634168,-0.133789063,0.029296875,1.003417969,-0.670731723,-2.682926893,-0.304878056,0.678222656,-0.073730469,0.719238281,-0.426829278,0.609756112,0.426829278,-0.830078125,-0.045898438,0.569824219,-1.036585331,0.182926834,0.304878056,0.540527344,-0.096679688,0.829101563,-1.219512224,0.060975611,0.548780501,-0.915527344,0.15625,0.397460938,-0.792682946,0.182926834,0.243902445,0
27400,0.352539063,0.124023438,0.930664063,-0.182926834,0.731707335,0.731707335,-0.106445313,-0.72265625,-0.689941406,-0.914634168,0.243902445,0,-0.031738281,-0.138183594,1.011230469,0.365853667,0.243902445,-0.365853667,-0.104980469,0.548339844,-0.833984375,-1.036585331,0.304878056,0.853658557,-0.063964844,-0.031738281,1.008789063,-2.134146452,2.5,-0.609756112,-0.108398438,0.0234375,1.025878906,0.304878056,-0.365853667,-0.426829278,0.678710938,-0.078613281,0.719238281,-0.548780501,0.670731723,0.243902445,-0.830078125,-0.046386719,0.569824219,-0.975609779,0.121951222,0.304878056,0.54296875,-0.098632813,0.827636719,-1.280487776,0.060975611,0.548780501,-0.916015625,0.157714844,0.397949219,-1.036585331,0.182926834,0.243902445,0
27450,0.356445313,0.123535156,0.9296875,-0.975609779,1.097561002,-0.975609779,-0.105957031,-0.725097656,-0.689453125,0.121951222,0.121951222,-0.182926834,-0.025878906,-0.119140625,1.006347656,-0.609756112,0.060975611,-0.121951222,-0.107910156,0.549804688,-0.838378906,-0.426829278,-0.060975611,0.243902445,-0.067382813,-0.022949219,1.013671875,-0.48780489,1.707317114,-0.731707335,-0.125,0.019042969,1.020019531,0.060975611,-0.426829278,-0.304878056,0.681152344,-0.075195313,0.717285156,-0.365853667,0.975609779,0.243902445,-0.829589844,-0.046386719,0.569824219,-1.036585331,0.121951222,0.304878056,0.545410156,-0.100097656,0.823730469,-1.158536553,0,0.48780489,-0.913085938,0.154785156,0.396484375,-0.670731723,0.121951222,0.365853667,0
27500,0.359863281,0.116210938,0.931152344,-0.609756112,0.975609779,-0.731707335,-0.107421875,-0.724121094,-0.686523438,-1.280487776,0,0.426829278,-0.031738281,-0.1328125,1.010742188,-1.463414669,0.121951222,-0.182926834,-0.107910156,0.548828125,-0.8359375,-0.731707335,0,0.670731723,-0.075195313,-0.021484375,1.018554688,-0.548780501,0.975609779,-0.609756112,-0.123046875,0.028320313,1.015136719,-0.731707335,-0.48780489,-0.609756112,0.681640625,-0.073730469,0.719238281,-0.548780501,0.48780489,0.365853667,-0.828125,-0.044433594,0.5703125,-0.792682946,0.060975611,0.365853667,0.544433594,-0.099121094,0.826171875,-0.975609779,-0.060975611,0.48780489,-0.916015625,0.158691406,0.397949219,-0.792682946,0.060975611,0.121951222,0
27550,0.35546875,0.119628906,0.931152344,-0.304878056,1.402438998,-0.121951222,-0.108886719,-0.724609375,-0.686523438,-1.036585331,0.182926834,0.182926834,-0.030273438,-0.12890625,1.010742188,-0.121951222,-0.060975611,-0.304878056,-0.106933594,0.549316406,-0.836914063,-1.341463447,-0.243902445,0.304878056,-0.069824219,-0.016601563,1.009277344,0.182926834,0.853658557,-0.731707335,-0.122070313,0.029785156,1.015136719,0.060975611,-1.097561002,-0.365853667,0.678222656,-0.079101563,0.720214844,-0.426829278,0.670731723,0.426829278,-0.830078125,-0.046875,0.567382813,-0.731707335,-0.060975611,0.182926834,0.540527344,-0.09765625,0.828613281,-1.280487776,-0.121951222,0.609756112,-0.9140625,0.15625,0.397949219,-0.975609779,0.243902445,0.243902445,0
27600,0.351074219,0.125488281,0.930175781,-0.48780489,1.280487776,0,-0.106445313,-0.727050781,-0.686523438,-0.182926834,0,0.243902445,-0.027832031,-0.128417969,1.01171875,-0.853658557,0.182926834,0,-0.106445313,0.550292969,-0.835449219,-0.609756112,0.304878056,0.548780501,-0.073242188,-0.019042969,1.013183594,-2.439024448,-0.426829278,-0.609756112,-0.123046875,0.020996094,1.020019531,-0.243902445,-0.243902445,-0.365853667,0.676269531,-0.076660156,0.719238281,-0.243902445,0.914634168,0.548780501,-0.830566406,-0.047363281,0.5703125,-1.097561002,-0.121951222,0.365853667,0.543457031,-0.099121094,0.824707031,-1.341463447,0,0.48780489,-0.914550781,0.155273438,0.395019531,-0.975609779,0.060975611,0.304878056,0
27650,0.353027344,0.120605469,0.93359375,-0.975609779,1.097561002,-1.036585331,-0.107910156,-0.724609375,-0.687988281,-0.914634168,0.182926834,0.121951222,-0.028808594,-0.128417969,1.0078125,-1.097561002,-0.182926834,-0.182926834,-0.106445313,0.55078125,-0.832519531,-0.609756112,0,0.48780489,-0.071777344,-0.026855469,1.001464844,-0.609756112,-1.585365891,-0.792682946,-0.121582031,0.026855469,1.011230469,-0.243902445,-0.609756112,-0.304878056,0.680664063,-0.075683594,0.717285156,-0.548780501,0.792682946,0.304878056,-0.831542969,-0.046875,0.569824219,-1.036585331,-0.060975611,0.365853667,0.545898438,-0.099609375,0.826660156,-1.097561002,0,0.548780501,-0.913574219,0.157226563,0.397949219,-0.731707335,0,0.304878056,0
27700,0.355957031,0.114257813,0.931152344,-0.365853667,1.097561002,0.121951222,-0.104980469,-0.725585938,-0.686035156,-0.426829278,0.182926834,0.060975611,-0.02734375,-0.126953125,1.012695313,-0.304878056,0.121951222,-0.426829278,-0.104492188,0.55078125,-0.833496094,-0.304878056,0,0.609756112,-0.051757813,-0.015625,0.999023438,0.670731723,-0.548780501,-0.731707335,-0.121582031,0.0234375,1.014648438,-0.365853667,-0.731707335,-0.365853667,0.680664063,-0.078125,0.721191406,-0.48780489,0.670731723,0.304878056,-0.830078125,-0.045898438,0.569335938,-1.219512224,0.243902445,0.365853667,0.544433594,-0.099609375,0.825683594,-1.219512224,0.121951222,0.548780501,-0.912109375,0.154296875,0.399414063,-0.731707335,0.121951222,0.121951222,0
27750,0.355957031,0.119140625,0.932128906,-0.365853667,1.158536553,-0.792682946,-0.107910156,-0.726074219,-0.687011719,-0.975609779,0.243902445,0.060975611,-0.03125,-0.131347656,1.008300781,-1.036585331,0.060975611,-0.121951222,-0.108398438,0.547363281,-0.833496094,-1.036585331,-0.060975611,0.48780489,-0.070800781,-0.012695313,1.00390625,-1.036585331,0.121951222,-0.548780501,-0.125,0.0234375,1.021972656,0.304878056,-0.48780489,-0.548780501,0.679199219,-0.079101563,0.719238281,-0.426829278,0.670731723,0.365853667,-0.830566406,-0.048339844,0.569824219,-1.036585331,0,0.304878056,0.543945313,-0.097167969,0.825195313,-1.158536553,0.121951222,0.548780501,-0.914550781,0.158203125,0.397460938,-0.792682946,0.243902445,0.121951222,0
27800,0.354492188,0.123046875,0.930175781,-0.121951222,1.402438998,-0.182926834,-0.108398438,-0.724609375,-0.688964844,-1.036585331,0.121951222,0.243902445,-0.029296875,-0.132324219,1.009277344,-0.731707335,0.182926834,-0.365853667,-0.108398438,0.549804688,-0.834960938,-1.158536553,0.121951222,0.548780501,-0.055175781,-0.028808594,1.004882813,-1.402438998,2.256097555,-0.48780489,-0.123535156,0.026367188,1.014160156,-0.426829278,-0.304878056,-0.48780489,0.678710938,-0.076660156,0.718261719,-0.365853667,0.792682946,0.365853667,-0.829589844,-0.044921875,0.570800781,-0.914634168,0.121951222,0.365853667,0.543457031,-0.099121094,0.826660156,-1.158536553,-0.060975611,0.548780501,-0.914550781,0.159179688,0.3984375,-0.914634168,0.243902445,0.182926834,0
27850,0.350097656,0.124023438,0.933105469,-0.670731723,1.219512224,-0.243902445,-0.107421875,-0.723144531,-0.687988281,-0.365853667,0.182926834,0.243902445,-0.033203125,-0.128417969,1.010742188,-0.548780501,-0.182926834,-0.304878056,-0.105957031,0.547851563,-0.833007813,-0.975609779,0,0.426829278,-0.077636719,-0.017578125,1.016601563,-1.707317114,1.097561002,-0.853658557,-0.123046875,0.022949219,1.014160156,0,-0.365853667,-0.670731723,0.678222656,-0.077148438,0.720214844,-0.48780489,0.609756112,0.365853667,-0.829589844,-0.045410156,0.569824219,-1.158536553,0.060975611,0.243902445,0.546386719,-0.104003906,0.824707031,-1.097561002,0.182926834,0.548780501,-0.916503906,0.154785156,0.3984375,-0.792682946,0.182926834,0.182926834,0
27900,0.355957031,0.119628906,0.932128906,-0.914634168,1.097561002,-0.609756112,-0.106445313,-0.724609375,-0.688476563,-0.853658557,0.182926834,0.060975611,-0.029296875,-0.129882813,1.006347656,-0.48780489,0.121951222,-0.121951222,-0.106933594,0.548828125,-0.835449219,-0.853658557,-0.060975611,0.548780501,-0.072753906,-0.02734375,1.015136719,-0.914634168,0.243902445,-0.731707335,-0.130859375,0.029785156,0.998535156,-1.402438998,-0.548780501,-0.975609779,0.679199219,-0.069335938,0.720214844,-0.609756112,0.670731723,0.48780489,-0.828125,-0.050292969,0.572265625,-0.975609779,0,0,0.548339844,-0.101074219,0.822265625,-0.304878056,0.548780501,0.609756112,-0.912597656,0.156738281,0.396972656,-0.609756112,0.182926834,0.243902445,0
27950,0.354492188,0.119140625,0.931640625,-0.609756112,1.341463447,-0.609756112,-0.107421875,-0.725585938,-0.686035156,-1.280487776,0.243902445,0.182926834,-0.030761719,-0.129882813,1.013671875,-0.548780501,-0.060975611,-0.243902445,-0.105957031,0.549804688,-0.840820313,-1.402438998,-0.182926834,0.548780501,-0.06640625,-0.021972656,1.005371094,-0.670731723,-0.426829278,-0.48780489,-0.115234375,0.021484375,1.027832031,-1.097561002,-3.536585331,-0.304878056,0.686035156,-0.080078125,0.713867188,-2.01219511,1.097561002,0.548780501,-0.827636719,-0.032714844,0.570800781,-0.304878056,0.48780489,-0.060975611,0.541015625,-0.061523438,0.828125,-0.853658557,1.341463447,2.926829338,-0.913085938,0.158691406,0.395996094,-0.853658557,0.304878056,0.48780489,0
28000,0.352050781,0.120605469,0.932617188,-0.304878056,0.792682946,0.121951222,-0.108398438,-0.724121094,-0.690429688,-1.158536553,0.365853667,-0.121951222,-0.02734375,-0.129882813,1.0078125,-0.426829278,0,-0.182926834,-0.107910156,0.548828125,-0.833007813,-1.219512224,0.304878056,0.853658557,-0.0703125,-0.0234375,1.013183594,-2.01219511,-0.914634168,-0.975609779,-0.121582031,0.016601563,1.027832031,0.060975611,-0.731707335,-0.792682946,0.677246094,-0.081542969,0.71875,-0.304878056,1.524390221,0.121951222,-0.831054688,-0.043457031,0.571289063,-0.426829278,0.121951222,0.121951222,0.538574219,-0.080078125,0.828125,-1.524390221,0.792682946,2.621951103,-0.91796875,0.150878906,0.3984375,-2.804877996,1.158536553,-0.060975611,0
28050,0.353027344,0.125488281,0.928710938,-0.426829278,0.914634168,-0.426829278,-0.106933594,-0.724609375,-0.688964844,-1.097561002,0.121951222,0.060975611,-0.030273438,-0.124511719,1.005859375,-0.853658557,-0.060975611,-0.243902445,-0.106445313,0.549316406,-0.8359375,-1.158536553,-0.121951222,0.365853667,-0.061035156,-0.028320313,1.005371094,-0.304878056,0.060975611,-0.670731723,-0.136230469,0.023925781,1.009277344,-0.548780501,-0.914634168,0.182926834,0.682617188,-0.084472656,0.716308594,-0.731707335,1.707317114,-0.121951222,-0.826660156,-0.059082031,0.568359375,0.182926834,0.243902445,0.426829278,0.552246094,-0.082519531,0.824707031,-3.231707335,1.158536553,4.207316875,-0.910644531,0.162597656,0.392578125,-2.621951103,-0.304878056,-1.158536553,0
28100,0.354980469,0.120605469,0.93359375,-0.548780501,1.036585331,-0.365853667,-0.10546875,-0.724609375,-0.688964844,-0.304878056,0,0.121951222,-0.031738281,-0.1328125,1.009277344,-0.792682946,0.182926834,0,-0.104492188,0.549316406,-0.834472656,-0.121951222,0.304878056,0.731707335,-0.066894531,-0.01953125,1.011230469,-1.463414669,-0.243902445,-0.853658557,-0.119140625,0.014648438,1.036132813,-0.975609779,-6.585365772,0.365853667,0.689941406,-0.083984375,0.724609375,-2.926829338,3.109755993,-1.402438998,-0.833007813,-0.034179688,0.565917969,2.134146452,1.158536553,0.426829278,0.541503906,-0.08984375,0.828613281,-4.756097794,2.560975552,4.146341324,-0.911132813,0.169921875,0.392578125,-2.743902445,-0.731707335,-2.743902445,0
28150,0.368164063,0.117675781,0.935058594,-0.670731723,0.731707335,-0.792682946,-0.107910156,-0.725097656,-0.688964844,0.121951222,0.304878056,-0.304878056,-0.040527344,-0.129882813,1.005859375,-0.182926834,0.365853667,0,-0.104980469,0.548828125,-0.834960938,1.524390221,0.426829278,0.548780501,-0.064941406,-0.031738281,1.009277344,-0.182926834,-0.304878056,-0.731707335,-0.137695313,0.041503906,1.022949219,-4.51219511,-7.804878235,-0.853658557,0.677246094,-0.059570313,0.724609375,-1.280487776,3.536585331,-0.365853667,-0.817871094,-0.049804688,0.571289063,0.426829278,0.975609779,-0.182926834,0.570800781,-0.119628906,0.822265625,-3.902439117,3.536585331,5.365853786,-0.916015625,0.14453125,0.400390625,-3.109755993,-0.121951222,-3.780487776,0
28200,0.34765625,0.116210938,0.935058594,-0.060975611,1.280487776,-1.646341443,-0.10546875,-0.724121094,-0.685058594,-0.48780489,0.670731723,-1.524390221,-0.030273438,-0.129882813,1.008789063,0.060975611,0.426829278,-0.304878056,-0.106445313,0.546875,-0.838378906,0.121951222,0,0.365853667,-0.066894531,-0.015136719,1.005371094,0.426829278,0.670731723,-0.670731723,-0.075683594,0.021484375,1.017089844,-4.878048897,-7.926829338,-2.195122004,0.717285156,-0.079589844,0.717285156,-0.609756112,7.073170662,-1.341463447,-0.827148438,-0.064453125,0.579101563,4.024390221,3.170731783,-2.073170662,0.561523438,-0.069335938,0.841308594,-8.292682648,8.353658676,5.609755993,-0.902832031,0.159667969,0.399902344,-3.536585331,-0.426829278,-3.414634228,0
28250,0.321777344,0.111816406,0.927734375,0.975609779,-4.817073345,-1.280487776,-0.103027344,-0.727050781,-0.692871094,-3.048780441,0.792682946,-0.48780489,-0.00390625,-0.110351563,1.010742188,-1.829268336,-0.060975611,-0.243902445,-0.104492188,0.546386719,-0.839355469,-1.036585331,0.121951222,1.158536553,-0.065429688,-0.026367188,1.014648438,-3.109755993,-0.48780489,-0.792682946,-0.061035156,-0.026367188,1.02734375,2.439024448,-11.09756088,-1.341463447,0.685058594,-0.043457031,0.731933594,-8.780488014,5.060975552,0.609756112,-0.834472656,-0.004882813,0.571289063,3.170731783,4.756097794,-2.926829338,0.5234375,-0.110351563,0.830078125,-7.743902206,6.463414669,6.280488014,-0.911132813,0.130371094,0.40234375,1.402438998,0.548780501,-4.634146214,0
28300,0.395996094,0.12890625,0.930175781,1.280487776,0.304878056,1.402438998,-0.104003906,-0.72265625,-0.690917969,-5.060975552,-0.548780501,2.195122004,-0.047363281,-0.128417969,1.013183594,-1.890243888,0.304878056,-0.426829278,-0.102050781,0.546386719,-0.838378906,-3.902439117,-0.182926834,0.914634168,-0.056640625,-0.026367188,1.008300781,0.853658557,0.304878056,-1.219512224,-0.095214844,0.022949219,1.047851563,-0.121951222,4.085365772,-0.304878056,0.656738281,-0.0625,0.738769531,-3.536585331,4.51219511,2.560975552,-0.842285156,-0.019042969,0.5625,-2.378048897,3.780487776,-3.658536673,0.516601563,-0.140625,0.833496094,-6.890244007,4.268292904,6.524390221,-0.912109375,0.15625,0.397949219,-3.597560883,1.280487776,-6.219511986,0
28350,0.340820313,0.145507813,0.926269531,-0.304878056,2.439024448,2.804877996,-0.107910156,-0.721679688,-0.695800781,-2.621951103,0.365853667,0.365853667,-0.033203125,-0.147460938,1.006835938,0.060975611,-0.182926834,-0.48780489,-0.107421875,0.549316406,-0.833984375,-2.439024448,0.182926834,1.158536553,-0.070800781,-0.017578125,1.014160156,-2.926829338,-0.060975611,-0.914634168,-0.104492188,0.025390625,0.953125,-6.036585331,1.158536553,0.792682946,0.616210938,-0.071777344,0.747558594,-1.402438998,3.353658438,7.378048897,-0.846191406,-0.040039063,0.552734375,-8.292682648,1.402438998,-3.841463327,0.487304688,-0.164550781,0.838867188,-3.292682886,3.475609779,4.085365772,-0.91796875,0.126464844,0.397460938,-5.304878235,1.707317114,-6.890244007,0
28400,0.358398438,0.137207031,0.928710938,-3.170731783,1.341463447,-0.304878056,-0.10546875,-0.722167969,-0.6953125,2.256097555,-0.182926834,0.243902445,-0.03125,-0.123046875,1.005859375,-0.426829278,0.304878056,0.121951222,-0.103515625,0.55078125,-0.832519531,1.097561002,0.304878056,-0.121951222,-0.061523438,-0.035644531,1.015625,-0.792682946,0.609756112,-0.48780489,-0.073242188,0.021484375,1.01171875,-3.841463327,5.426829338,2.317073107,0.603515625,-0.083496094,0.741210938,-2.560975552,-0.975609779,6.463414669,-0.843261719,-0.062988281,0.556640625,-5.48780489,-1.890243888,-5.243902206,0.463378906,-0.15625,0.840332031,-1.280487776,1.219512224,1.768292665,-0.925292969,0.116210938,0.397949219,-3.780487776,1.585365891,-6.158536434,0
28450,0.342773438,0.104003906,0.931640625,-3.109755993,-0.182926834,-2.926829338,-0.104980469,-0.72265625,-0.689453125,0.853658557,0.243902445,-0.243902445,-0.027832031,-0.1328125,1.016113281,-0.060975611,0.060975611,-0.243902445,-0.104980469,0.547363281,-0.844238281,3.048780441,0.670731723,0.365853667,-0.064941406,-0.022460938,1.007324219,-0.365853667,-0.304878056,-0.426829278,-0.122558594,0.000976563,1.070800781,0.121951222,13.96341419,1.341463447,0.640625,-0.096679688,0.731933594,-5.853658676,-3.963414669,2.865853548,-0.83984375,-0.055664063,0.558105469,-3.353658438,-3.902439117,-5.304878235,0.478027344,-0.118164063,0.837890625,-0.792682946,-2.134146452,2.439024448,-0.926757813,0.111816406,0.391601563,-1.646341443,-0.304878056,-4.268292904,0
28500,0.376953125,0.098144531,0.932617188,-0.243902445,-2.560975552,-1.646341443,-0.103515625,-0.724609375,-0.690429688,-1.585365891,0.243902445,0.48780489,-0.032226563,-0.120117188,1.00390625,-0.731707335,-0.121951222,-0.426829278,-0.103027344,0.547363281,-0.838378906,-3.109755993,-0.304878056,0.243902445,-0.063964844,-0.017089844,1.005859375,-1.890243888,1.280487776,-0.548780501,-0.125,0.019042969,1.029296875,-2.98780489,-1.585365891,0.060975611,0.702148438,-0.111816406,0.714355469,-5.426829338,-4.268292904,3.292682886,-0.827148438,-0.061035156,0.567871094,-6.402439117,-2.804877996,-4.451219559,0.558105469,-0.126953125,0.837890625,-3.536585331,-2.317073107,2.134146452,-0.923339844,0.117675781,0.392578125,-2.621951103,-2.439024448,-2.865853548,0
28550,0.34375,0.118164063,0.931152344,1.829268336,0.121951222,-0.060975611,-0.10546875,-0.72265625,-0.689453125,-3.841463327,0.731707335,-0.121951222,-0.028808594,-0.134277344,1.016113281,-0.365853667,-0.243902445,-0.426829278,-0.103027344,0.547851563,-0.838867188,-1.341463447,0.182926834,0.853658557,-0.075195313,-0.032714844,1.014160156,-2.073170662,0.182926834,-0.731707335,-0.104492188,0.006835938,1.000976563,-4.573170662,-5.853658676,1.524390221,0.711425781,-0.142578125,0.713867188,-0.060975611,-0.121951222,3.780487776,-0.833007813,-0.08203125,0.56640625,-3.841463327,-0.48780489,-2.743902445,0.544433594,-0.155273438,0.836425781,-4.878048897,2.256097555,0.121951222,-0.918457031,0.11328125,0.399414063,-3.109755993,-3.536585331,-3.170731783,0
28600,0.415039063,0.133789063,0.927246094,1.158536553,-0.060975611,0.121951222,-0.102539063,-0.719238281,-0.695800781,-2.5,0.426829278,0.304878056,-0.03515625,-0.125976563,1.004394531,-0.48780489,0.060975611,-0.243902445,-0.104003906,0.548828125,-0.838867188,-2.5,-0.426829278,0.304878056,-0.0625,-0.020507813,1.013183594,-0.182926834,0.975609779,-0.609756112,-0.094238281,-0.022460938,0.998046875,-1.402438998,0.670731723,0.609756112,0.6640625,-0.104492188,0.727539063,-2.134146452,0.426829278,1.951219559,-0.8359375,-0.06640625,0.5625,-3.475609779,-0.426829278,-1.707317114,0.508300781,-0.165527344,0.835449219,-1.036585331,1.280487776,1.158536553,-0.915039063,0.101074219,0.4140625,0.48780489,-1.097561002,-3.658536673,0
28650,0.364746094,0.138671875,0.922851563,-0.243902445,2.01219511,-0.670731723,-0.103027344,-0.721191406,-0.695800781,-2.682926893,0.609756112,-0.243902445,-0.0234375,-0.127441406,1.014160156,-0.914634168,-0.182926834,-0.182926834,-0.104980469,0.549804688,-0.834472656,-1.890243888,0.182926834,0.914634168,-0.066894531,-0.025390625,1.009765625,-2.5,-0.243902445,-0.609756112,-0.107421875,-0.019042969,0.998046875,0.182926834,-2.073170662,-0.792682946,0.660644531,-0.104492188,0.729492188,-4.878048897,0.304878056,2.378048897,-0.830566406,-0.080078125,0.563476563,-5.731707096,-0.975609779,-1.829268336,0.512207031,-0.151855469,0.83984375,-0.548780501,0.243902445,2.621951103,-0.913085938,0.111816406,0.400878906,-0.121951222,0,-3.170731783,0
28700,0.3671875,0.126953125,0.928222656,-1.707317114,-0.243902445,0,-0.104003906,-0.716796875,-0.697265625,-1.890243888,0.182926834,0.426829278,-0.032226563,-0.127441406,1.009765625,-1.219512224,0,-0.121951222,-0.103515625,0.550292969,-0.834472656,-1.951219559,0.182926834,1.097561002,-0.064941406,-0.02734375,1.010253906,-0.914634168,0.121951222,-0.975609779,-0.111816406,-0.007324219,1.032226563,-0.121951222,1.524390221,-0.243902445,0.672363281,-0.138671875,0.721679688,-0.365853667,-0.365853667,3.597560883,-0.832519531,-0.084472656,0.56640625,-5.121951103,-1.036585331,-1.463414669,0.506347656,-0.161132813,0.8359375,-2.256097555,-0.48780489,0.792682946,-0.916503906,0.103515625,0.403808594,-3.414634228,-0.060975611,-2.439024448,0
28750,0.288085938,0.121582031,0.91796875,-1.707317114,-1.036585331,0.060975611,-0.104492188,-0.717773438,-0.695800781,0.304878056,0.182926834,-0.121951222,-0.029296875,-0.135253906,1.012207031,-0.243902445,-0.060975611,0,-0.104003906,0.548828125,-0.835449219,-0.426829278,0.243902445,0.609756112,-0.063964844,-0.028808594,1.009765625,-1.463414669,0,-0.670731723,-0.112304688,0.000488281,1.025390625,-0.548780501,-0.914634168,-0.121951222,0.670410156,-0.132324219,0.715820313,0.975609779,-0.609756112,2.743902445,-0.828125,-0.09375,0.568847656,-2.439024448,-1.097561002,-0.975609779,0.519042969,-0.18359375,0.839355469,-1.463414669,-0.731707335,-0.060975611,-0.921875,0.088867188,0.406738281,-2.439024448,-0.243902445,-1.219512224,0
28800,0.377441406,0.108886719,0.923339844,-1.219512224,2.256097555,-1.829268336,-0.102050781,-0.717773438,-0.694335938,0.914634168,0.121951222,-0.121951222,-0.02734375,-0.122558594,1.005859375,-0.243902445,0,-0.060975611,-0.104492188,0.549804688,-0.834960938,1.097561002,0.243902445,0.609756112,-0.069824219,-0.028808594,1.010742188,-0.975609779,-0.121951222,-0.670731723,-0.105957031,0.001464844,1.012695313,2.195122004,-1.036585331,-0.731707335,0.687011719,-0.125976563,0.711914063,-1.280487776,-0.121951222,1.036585331,-0.829589844,-0.093261719,0.56640625,-1.402438998,-0.548780501,0.121951222,0.511230469,-0.179199219,0.834960938,1.280487776,-0.792682946,-0.975609779,-0.916503906,0.092285156,0.409667969,-0.426829278,-0.365853667,0.060975611,0
28850,0.41796875,0.121582031,0.931152344,-0.426829278,0.182926834,-0.48780489,-0.104003906,-0.720703125,-0.691894531,-0.243902445,0.060975611,-0.060975611,-0.030273438,-0.133300781,1.01171875,-0.853658557,-0.060975611,0,-0.104492188,0.547363281,-0.836914063,-0.243902445,0.182926834,0.548780501,-0.063476563,-0.022460938,1.009277344,-1.158536553,0.121951222,-0.670731723,-0.109375,0.011230469,1.028320313,0.48780489,-5.426829338,-1.707317114,0.694335938,-0.148925781,0.705078125,-1.097561002,0.853658557,-0.914634168,-0.821777344,-0.095214844,0.569335938,0.670731723,0.182926834,1.463414669,0.529296875,-0.155273438,0.835449219,2.682926893,0.243902445,-0.975609779,-0.920410156,0.094238281,0.407226563,-0.121951222,0.304878056,1.951219559,0
28900,0.360351563,0.121582031,0.924316406,0,2.195122004,-0.548780501,-0.103515625,-0.721191406,-0.694824219,-1.097561002,0.304878056,-0.121951222,-0.026855469,-0.12890625,1.010742188,-0.121951222,0.121951222,-0.426829278,-0.104003906,0.548339844,-0.836914063,-0.670731723,0.121951222,0.731707335,-0.062988281,-0.028320313,1.005859375,-1.158536553,0.121951222,-0.792682946,-0.102539063,-0.0078125,1.02734375,2.560975552,-2.865853548,-1.524390221,0.689941406,-0.148925781,0.709472656,1.524390221,3.170731783,-1.890243888,-0.824707031,-0.095703125,0.56640625,1.768292665,1.402438998,3.231707335,0.534179688,-0.156738281,0.840332031,1.280487776,0.975609779,-1.402438998,-0.916503906,0.108398438,0.407226563,-0.609756112,1.097561002,2.865853548,0
28950,0.383789063,0.121582031,0.928710938,0.121951222,1.768292665,-0.609756112,-0.104003906,-0.719726563,-0.693847656,-0.853658557,-0.121951222,0.304878056,-0.025390625,-0.118164063,1.007324219,-1.036585331,0.060975611,-0.182926834,-0.103027344,0.549316406,-0.836425781,-1.585365891,-0.182926834,0.609756112,-0.063476563,-0.026367188,1.008300781,-1.036585331,0.243902445,-0.792682946,-0.133300781,0.004882813,1.042480469,3.719512224,-5.060975552,-0.548780501,0.6953125,-0.109375,0.718261719,1.707317114,4.573170662,-2.195122004,-0.826660156,-0.083984375,0.567382813,2.01219511,2.378048897,4.024390221,0.521484375,-0.122070313,0.834472656,0.670731723,1.951219559,-1.585365891,-0.914550781,0.1015625,0.404296875,0.121951222,1.768292665,3.414634228,0
